observationTimeUtcIso,Date,Time,Weekday,precip1Hour,precip24Hour,precip6Hour,pressureChange,relativeHumidity,wxPhraseCode,iconCode,snow1Hour,snow24Hour,snow6Hour,temperature,temperatureChange24Hour,temperatureDewPoint,temperatureFeelsLike,temperatureMax24Hour,temperatureMin24Hour,uvIndex,visibility,windGust,windSpeed
2018-01-01T00:20:00+0000,2018-01-01,00:20:00,1,0,5.9,0.1,4,80.3,2900,29,0,0,0,6.6,-2.7,3.5,2.8,13,6.6,0,14.2,33.8,23
2018-01-01T01:20:00+0000,2018-01-01,01:20:00,1,0,5.9,0.1,3.7,80.4,2900,29,0,0,0,6.1,-3.7,3,2.5,13,6.1,0,13.6,null,19.8
2018-01-01T02:20:00+0000,2018-01-01,02:20:00,1,0.1,6.1,0.2,2.6,83.8,2900,29,0,0,0,5.9,-3.9,3.3,2.1,12.9,5.8,0,13.5,null,19.4
2018-01-01T03:20:00+0000,2018-01-01,03:20:00,1,0,6.1,0.1,1.5,81.6,2900,29,0,0,0,5.4,-4.2,2.5,2,12.9,5.4,0,15.2,null,16.6
2018-01-01T04:20:00+0000,2018-01-01,04:20:00,1,0.4,6.5,0.6,0.1,82.5,2900,29,0,0,0,5.5,-4.1,2.8,1.6,12.8,5.3,0,15.2,32.8,20.5
2018-01-01T05:20:00+0000,2018-01-01,05:20:00,1,0.1,6.7,0.7,-0.6,82.3,2900,29,0,0,0,5.1,-4.1,2.5,1.6,12.6,5.1,0,13.1,null,17.6
2018-01-01T06:20:00+0000,2018-01-01,06:20:00,1,0,6.1,0.7,-1.4,84.9,2900,29,0,0,0,5,-3.9,2.6,1.8,11.9,5,0,12,null,15.1
2018-01-01T07:20:00+0000,2018-01-01,07:20:00,1,0,5.5,0.7,-1.8,82.6,2900,29,0,0,0,5.6,-3.2,3,3,11.5,4.9,0,11.5,null,12.2
2018-01-01T08:20:00+0000,2018-01-01,08:20:00,1,0,3.7,0.6,-2.3,82.3,3000,30,0,0,0,6,-2.5,3.1,4,10.8,4.9,0,10.7,null,9
2018-01-01T09:20:00+0000,2018-01-01,09:20:00,1,0,3.3,0.6,-2.2,84.6,3000,30,0,0,0,5.9,-2.3,3.5,4.3,10.8,4.9,0,11,null,7.2
2018-01-01T10:20:00+0000,2018-01-01,10:20:00,1,0,3.3,0.1,-2,87.2,3000,30,0,0,0,5.9,-2.6,3.9,4.3,10.8,4.9,0,10.5,null,7.6
2018-01-01T11:20:00+0000,2018-01-01,11:20:00,1,0,3.3,0,-1.3,87,2800,28,0,0,0,6.6,-2.2,4.6,4.9,10.8,4.9,0,9.9,null,8.6
2018-01-01T12:20:00+0000,2018-01-01,12:20:00,1,0,3.3,0,-0.1,85.2,2800,28,0,0,0,7.5,-1.7,5.1,5,10.8,4.9,0,10.4,null,14
2018-01-01T13:20:00+0000,2018-01-01,13:20:00,1,0.4,3.7,0.4,1,82.1,2800,28,0,0,0,7.4,-1.7,4.6,4.3,10.8,4.9,0,10,null,18.7
2018-01-01T14:20:00+0000,2018-01-01,14:20:00,1,0,3.3,0.4,1.8,77.6,3000,30,0,0,0,8,-1.3,4.4,5.1,10.3,4.9,0,13.5,null,18.4
2018-01-01T15:20:00+0000,2018-01-01,15:20:00,1,0,1.8,0.4,2.5,75.2,3000,30,0,0,0,7.6,-0.4,3.6,4.6,8.5,4.9,0,13.4,null,19.1
2018-01-01T16:20:00+0000,2018-01-01,16:20:00,1,0,1.8,0.4,3,76.2,2900,29,0,0,0,7.5,-0.6,3.6,4.3,8.4,4.9,0,10.7,null,19.1
2018-01-01T17:20:00+0000,2018-01-01,17:20:00,1,0,1.8,0.4,3.5,78,2900,29,0,0,0,7,-0.6,3.4,3.5,8.1,4.9,0,12.4,null,19.8
2018-01-01T18:20:00+0000,2018-01-01,18:20:00,1,0,1.3,0.4,3.7,72.3,3300,33,0,0,0,7.3,-0.1,2.6,3.5,8,4.9,0,12.9,null,24.8
2018-01-01T19:20:00+0000,2018-01-01,19:20:00,1,0,1.3,0,3.9,71.4,3300,33,0,0,0,7.5,0.1,2.6,3.6,8,4.9,0,12.9,null,27.7
2018-01-01T20:20:00+0000,2018-01-01,20:20:00,1,0,1.3,0,4.2,70.3,2900,29,0,0,0,7.6,0.1,2.6,4,8,4.9,0,12.9,32,25.2
2018-01-01T21:20:00+0000,2018-01-01,21:20:00,1,0,1.2,0,4.3,72.1,2900,29,0,0,0,7.1,-0.2,2.6,3.5,8,4.9,0,13.6,null,23.4
2018-01-01T22:20:00+0000,2018-01-01,22:20:00,1,0,1.2,0,4.2,73.1,3100,31,0,0,0,6.8,-0.1,2.4,3.1,8,4.9,0,14.2,null,22.7
2018-01-01T23:20:00+0000,2018-01-01,23:20:00,1,0,1.2,0,4.3,73.8,3100,31,0,0,0,6.4,-0.3,2.1,2.8,8,4.9,0,14.2,null,20.2
2018-01-02T00:20:00+0000,2018-01-02,00:20:00,2,0,1.2,0,3.9,74.8,3100,31,0,0,0,6,-0.3,1.9,2.6,8,4.9,0,13.7,null,18.4
2018-01-02T01:20:00+0000,2018-01-02,01:20:00,2,0,1.2,0,3,80.7,3100,31,0,0,0,5.3,-0.6,2.1,1.6,8,4.9,0,13.7,null,18
2018-01-02T02:20:00+0000,2018-01-02,02:20:00,2,0,1,0,1.7,82.7,3100,31,0,0,0,4.6,-0.7,2,1.4,8,4.6,0,12.8,null,14.8
2018-01-02T03:20:00+0000,2018-01-02,03:20:00,2,0,1,0,0.8,82.9,3100,31,0,0,0,4.4,-0.6,1.6,1.4,8,4.4,0,12.2,null,12.6
2018-01-02T04:20:00+0000,2018-01-02,04:20:00,2,0,0.6,0,0.6,84.7,3300,33,0,0,0,3.8,-1,1.5,1.3,8,3.8,0,11.6,null,9.7
2018-01-02T05:20:00+0000,2018-01-02,05:20:00,2,0,0.4,0,0.5,83.4,2900,29,0,0,0,3.9,-0.8,1.3,1.6,8,3.6,0,10.8,null,8.3
2018-01-02T06:20:00+0000,2018-01-02,06:20:00,2,0,0.4,0,0.4,85.7,2700,27,0,0,0,4.1,-0.5,1.9,2,8,3.6,0,9.9,null,7.9
2018-01-02T07:20:00+0000,2018-01-02,07:20:00,2,0,0.4,0,-0.3,84.7,2900,29,0,0,0,4.6,-0.6,2.3,2.5,8,3.6,0,9.9,null,8.6
2018-01-02T08:20:00+0000,2018-01-02,08:20:00,2,0,0.4,0,-1,83.4,3000,30,0,0,0,5.1,-0.4,2.6,3,8,3.6,0,10.6,null,9.7
2018-01-02T09:20:00+0000,2018-01-02,09:20:00,2,0.2,0.6,0.2,-2,82.9,1200,12,0,0,0,6.1,0.1,3.5,4,8,3.6,0,5.4,null,10.1
2018-01-02T10:20:00+0000,2018-01-02,10:20:00,2,1.7,2.1,1.7,-2.9,88.4,1200,12,0,0,0,6.5,0.3,4.8,3.6,8,3.6,0,3.7,null,14.4
2018-01-02T11:20:00+0000,2018-01-02,11:20:00,2,2,3.9,3.4,-4,89.6,1200,12,0,0,0,7.4,0.4,5.8,4.8,8,3.6,0,4.1,null,14
2018-01-02T12:20:00+0000,2018-01-02,12:20:00,2,0.7,4.3,3.9,-4.1,90.7,2600,26,0,0,0,8.6,0.6,7.3,5.9,8.6,3.6,0,6.4,null,19.1
2018-01-02T13:20:00+0000,2018-01-02,13:20:00,2,0.3,4.2,4.2,-3.7,91.8,2880,28,0,0,0,9.9,1.3,8.6,7.1,9.9,3.6,0,4.8,null,20.2
2018-01-02T14:20:00+0000,2018-01-02,14:20:00,2,0,4.3,4.3,-3,90.9,2600,26,0,0,0,10.3,1.2,8.9,7.6,10.3,3.6,0,8.2,28.1,21.2
2018-01-02T15:20:00+0000,2018-01-02,15:20:00,2,0,4.3,4.3,-2.5,89.8,2800,28,0,0,0,10.5,1.6,8.9,8.1,10.6,3.6,0,11.8,null,18
2018-01-02T16:20:00+0000,2018-01-02,16:20:00,2,0,4.3,2.8,-1.8,86.5,2700,27,0,0,0,10.4,1.6,8.1,8.5,10.6,3.6,0,10.7,null,14
2018-01-02T17:20:00+0000,2018-01-02,17:20:00,2,0,4.3,1,-1.4,86,2700,27,0,0,0,10.1,1.8,8,8.1,10.6,3.6,0,9.1,null,15.8
2018-01-02T18:20:00+0000,2018-01-02,18:20:00,2,0,4.3,0.3,-2,82,2700,27,0,0,0,10.4,1.7,7.5,8.4,10.6,3.6,0,8.4,null,15.1
2018-01-02T19:20:00+0000,2018-01-02,19:20:00,2,0.1,4.4,0.2,-4,84.5,2700,27,0,0,0,10.5,1.6,8,7.6,10.6,3.6,0,8.8,null,23.8
2018-01-02T20:20:00+0000,2018-01-02,20:20:00,2,1.8,6.2,1.9,-6.4,87.1,1290,12,0,0,0,11,1.8,8.9,7.6,11,3.6,0,3.2,44.3,33.8
2018-01-02T21:20:00+0000,2018-01-02,21:20:00,2,1.2,7.1,2.7,-7.7,90,1290,12,0,0,0,11.1,2.2,9.6,7.9,11.1,3.6,0,4.2,50.4,34.2
2018-01-02T22:20:00+0000,2018-01-02,22:20:00,2,0.4,7.3,3,-6.8,90.8,2790,27,0,0,0,12,2.8,10.5,8.8,12,3.6,0,6.1,54.4,34.9
2018-01-02T23:20:00+0000,2018-01-02,23:20:00,2,2,9.3,5,-4.6,91.2,1290,12,0,0,0,12,3.1,10.6,8.8,12.1,3.6,0,3.2,55.8,36
2018-01-03T00:20:00+0000,2018-01-03,00:20:00,3,0.9,9.3,5,-2.2,76.4,2990,29,0,0,0,10,2.2,6.1,6.3,12.1,3.6,0,11.4,54.7,35.3
2018-01-03T01:20:00+0000,2018-01-03,01:20:00,3,0,9.3,4.8,-1,74.9,2990,29,0,0,0,9.6,2.3,5.4,5.6,12.1,3.6,0,10.6,53.3,34.2
2018-01-03T02:20:00+0000,2018-01-03,02:20:00,3,0.2,9.5,3.6,-0.4,68.9,1290,12,0,0,0,9,2.4,3.6,4.8,12.1,3.6,0,5.5,59.4,36.7
2018-01-03T03:20:00+0000,2018-01-03,03:20:00,3,0.3,9.6,2.7,0,63.6,2790,27,0,0,0,7.8,1.8,1.3,3.1,12.1,3.6,0,12.8,62.6,39.2
2018-01-03T04:20:00+0000,2018-01-03,04:20:00,3,0,9.6,2.3,0.6,63.6,2990,29,0,0,0,8.3,2.5,1.8,4,12.1,3.6,0,11.4,52.2,34.6
2018-01-03T05:20:00+0000,2018-01-03,05:20:00,3,0,9.6,1.2,1.4,64.6,2990,29,0,0,0,7.6,2.3,1.5,3.1,12.1,3.6,0,12.4,53.3,35.3
2018-01-03T06:20:00+0000,2018-01-03,06:20:00,3,0,9.6,0.3,2.2,66.2,2990,29,0,0,0,7.6,2.1,1.8,3,12.1,4,0,12.1,63.7,38.5
2018-01-03T07:20:00+0000,2018-01-03,07:20:00,3,0,9.6,0.3,2.8,66.8,3390,33,0,0,0,7.6,1.7,1.9,3.1,12.1,4.5,0,11.6,60.8,35.6
2018-01-03T08:20:00+0000,2018-01-03,08:20:00,3,0,9.6,0.3,3.1,67.1,3090,30,0,0,0,8.1,1.8,2.4,3.8,12.1,4.9,0,11.2,54.4,33.8
2018-01-03T09:20:00+0000,2018-01-03,09:20:00,3,0,9.6,0,3.3,70.3,3090,30,0,0,0,8,1.1,2.9,3.6,12.1,5.9,0,11.3,48.6,34.2
2018-01-03T10:20:00+0000,2018-01-03,10:20:00,3,0,8.2,0,3.5,67.3,3090,30,0,0,0,8.9,1.4,3.1,4.8,12.1,6.3,0,10.9,51.8,36.4
2018-01-03T11:20:00+0000,2018-01-03,11:20:00,3,0,6.4,0,3.5,65.6,3090,30,0,0,0,9.8,1.5,3.6,6,12.1,7.1,0,11.3,54,34.9
2018-01-03T12:20:00+0000,2018-01-03,12:20:00,3,0,5.6,0,3.1,64.1,3090,30,0,0,0,10.1,0.9,3.6,6.3,12.1,7.6,0,11.3,60.5,38.9
2018-01-03T13:20:00+0000,2018-01-03,13:20:00,3,0,5.3,0,2.5,60.5,3090,30,0,0,0,10.1,0.3,2.9,6.4,12.1,7.6,0,11.2,58.7,37.1
2018-01-03T14:20:00+0000,2018-01-03,14:20:00,3,0,5.3,0,2.1,61.7,3090,30,0,0,0,9.8,-0.2,2.8,5.9,12.1,7.6,0,10.9,61.6,37.8
2018-01-03T15:20:00+0000,2018-01-03,15:20:00,3,0,5.3,0,1.5,62.3,3090,30,0,0,0,9.8,-0.4,2.9,6,12.1,7.6,0,10.8,52.2,33.5
2018-01-03T16:20:00+0000,2018-01-03,16:20:00,3,0,5.3,0,1.3,68.5,2900,29,0,0,0,8.6,-0.9,3.1,4.9,12.1,7.6,0,10.4,38.5,28.8
2018-01-03T17:20:00+0000,2018-01-03,17:20:00,3,0,5.3,0,0.9,72.9,2900,29,0,0,0,8.6,-0.9,4.1,5.1,12.1,7.6,0,10,38.5,26.6
2018-01-03T18:20:00+0000,2018-01-03,18:20:00,3,0,5.3,0,0.7,72,2900,29,0,0,0,8.9,-0.8,4.1,5.5,12.1,7.6,0,10.1,33.1,25.2
2018-01-03T19:20:00+0000,2018-01-03,19:20:00,3,0,5.1,0,0.1,71.2,2900,29,0,0,0,8.6,-1,3.8,5.3,12.1,7.6,0,10.2,32.4,24.1
2018-01-03T20:20:00+0000,2018-01-03,20:20:00,3,0,3.7,0,-0.2,76.1,2900,29,0,0,0,8.4,-1.4,4.5,5.1,12.1,7.6,0,10,28.1,21.6
2018-01-03T21:20:00+0000,2018-01-03,21:20:00,3,0,2.7,0,-0.5,79,2900,29,0,0,0,8,-1.7,4.6,5,12.1,7.6,0,9.9,null,18.4
2018-01-03T22:20:00+0000,2018-01-03,22:20:00,3,0,2.3,0,-0.4,83.2,2700,27,0,0,0,7.1,-2.8,4.5,4.4,12.1,7,0,10.3,null,14.8
2018-01-03T23:20:00+0000,2018-01-03,23:20:00,3,0,1.2,0,-0.4,81.6,2700,27,0,0,0,7.3,-2.7,4.3,4.5,12.1,7,0,10.3,null,14.8
2018-01-04T00:20:00+0000,2018-01-04,00:20:00,4,0,0.3,0,-0.8,78.9,2700,27,0,0,0,7.1,-1.6,3.6,4.1,10.6,7,0,11.5,null,16.6
2018-01-04T01:20:00+0000,2018-01-04,01:20:00,4,0,0.3,0,-1.3,79.5,2700,27,0,0,0,7.1,-1.4,3.9,4.3,10.6,7,0,11.3,null,15.8
2018-01-04T02:20:00+0000,2018-01-04,02:20:00,4,0,0.3,0,-2.1,82.6,2700,27,0,0,0,6.9,-1.3,4.1,4.3,10.6,6.8,0,10.7,null,13.3
2018-01-04T03:20:00+0000,2018-01-04,03:20:00,4,1.2,1.2,1.2,-2.8,84.9,1200,12,0,0,0,6.9,-0.7,4.5,4.6,10.6,6.8,0,3.2,null,10.8
2018-01-04T04:20:00+0000,2018-01-04,04:20:00,4,2.1,3,3,-3.1,87.8,1200,12,0,0,0,7.1,-0.8,5.1,5.9,10.6,6.8,0,3.2,null,6.8
2018-01-04T05:20:00+0000,2018-01-04,05:20:00,4,1.9,4.5,4.5,-3.2,83.1,1200,12,0,0,0,8.4,0.3,5.6,7.3,10.6,6.8,0,3.2,null,7.2
2018-01-04T06:20:00+0000,2018-01-04,06:20:00,4,2.2,6.4,6.4,-2.9,84.1,1200,12,0,0,0,8.9,0.7,6.4,7.5,10.6,6.8,0,3.2,null,9
2018-01-04T07:20:00+0000,2018-01-04,07:20:00,4,1.8,7.8,7.8,-2.8,80.7,1100,11,0,0,0,10,1.3,6.8,8.3,10.6,6.8,0,4.8,null,11.5
2018-01-04T08:20:00+0000,2018-01-04,08:20:00,4,0.6,8.2,8.2,-2.7,84.9,1100,11,0,0,0,10.9,1.5,8.5,9,10.9,6.8,0,4.8,null,15.1
2018-01-04T09:20:00+0000,2018-01-04,09:20:00,4,0.7,8.6,7.8,-2.7,90.9,2800,28,0,0,0,10.9,1.5,9.5,8.4,11,6.8,0,11.5,null,21.2
2018-01-04T10:20:00+0000,2018-01-04,10:20:00,4,0,8.6,6.1,-2.2,88.9,2800,28,0,0,0,11.6,1.3,9.8,8.9,11.6,6.8,0,10.9,33.5,25.9
2018-01-04T11:20:00+0000,2018-01-04,11:20:00,4,0,8.6,4.4,-1.4,80.2,2800,28,0,0,0,11.8,1,8.5,9.1,11.8,6.8,0,10.2,40,27.4
2018-01-04T12:20:00+0000,2018-01-04,12:20:00,4,0,8.6,2.6,-0.8,76.8,2890,28,0,0,0,10.9,0.3,7,7.6,11.8,6.8,0,9.9,44.3,33.5
2018-01-04T13:20:00+0000,2018-01-04,13:20:00,4,0,8.6,1,-0.1,67.4,2890,28,0,0,0,11.1,0.4,5.4,7.5,11.8,6.8,0,10.6,66.6,42.1
2018-01-04T14:20:00+0000,2018-01-04,14:20:00,4,0,8.6,0.7,0.6,67.2,2890,28,0,0,0,10.1,0,4.3,6,11.8,6.8,0,10.7,69.1,42.8
2018-01-04T15:20:00+0000,2018-01-04,15:20:00,4,0,8.6,0,1.4,65.1,3090,30,0,0,0,9.3,-0.3,3.1,5,11.8,6.8,0,12.2,72.4,41.4
2018-01-04T16:20:00+0000,2018-01-04,16:20:00,4,0,8.6,0,2.3,66.4,2990,29,0,0,0,8.6,-0.2,2.6,4.5,11.8,6.8,0,14.1,52.9,32.8
2018-01-04T17:20:00+0000,2018-01-04,17:20:00,4,0,8.6,0,2.9,68.6,3100,31,0,0,0,7.9,-0.4,2.5,4.1,11.8,6.8,0,13.6,39.2,25.9
2018-01-04T18:20:00+0000,2018-01-04,18:20:00,4,0,8.6,0,2.9,70.8,3100,31,0,0,0,7.6,-0.7,2.6,4.5,11.8,6.8,0,14.7,null,19.1
2018-01-04T19:20:00+0000,2018-01-04,19:20:00,4,0,8.6,0,2,73.5,3100,31,0,0,0,7.3,-0.8,2.9,4.6,11.8,6.8,0,14,null,15.5
2018-01-04T20:20:00+0000,2018-01-04,20:20:00,4,0,8.6,0,0.8,78.8,3100,31,0,0,0,7.1,-0.8,3.6,4.4,11.8,6.8,0,11.1,null,15.1
2018-01-04T21:20:00+0000,2018-01-04,21:20:00,4,0.8,9.5,0.8,-0.6,79.2,1200,12,0,0,0,7.6,-0.4,4.1,5.1,11.8,6.8,0,5.5,null,13.3
2018-01-04T22:20:00+0000,2018-01-04,22:20:00,4,1.6,10.9,2.2,-1.7,85.3,1200,12,0,0,0,7.1,0,4.8,5.6,11.8,6.8,0,6,null,7.6
2018-01-04T23:20:00+0000,2018-01-04,23:20:00,4,0.3,11,2.3,-2.5,84.6,1100,11,0,0,0,7.3,-0.1,4.9,5.5,11.8,6.8,0,11.3,null,9.4
2018-01-05T00:20:00+0000,2018-01-05,00:20:00,5,0.1,11.1,2.4,-2.3,90.2,2900,29,0,0,0,6,-0.6,4.5,4,11.8,6,0,13.4,null,9.4
2018-01-05T01:20:00+0000,2018-01-05,01:20:00,5,0,11.1,2.4,-1.9,86,2900,29,0,0,0,6.5,-0.4,4.3,3.6,11.8,6,0,13.3,null,15.1
2018-01-05T02:20:00+0000,2018-01-05,02:20:00,5,0,11.1,2.4,-1,89.4,2900,29,0,0,0,6.1,-0.4,4.5,3.1,11.8,6,0,14.9,null,14.4
2018-01-05T03:20:00+0000,2018-01-05,03:20:00,5,0,10.3,1.8,-0.9,89.3,2900,29,0,0,0,6.1,-0.4,4.5,3,11.8,6,0,13.4,null,15.8
2018-01-05T04:20:00+0000,2018-01-05,04:20:00,5,0,8.5,0.4,-0.7,84.3,2900,29,0,0,0,6.4,-0.4,3.9,3.3,11.8,6,0,13,null,16.2
2018-01-05T05:20:00+0000,2018-01-05,05:20:00,5,0,6.9,0.1,-0.8,81.2,2900,29,0,0,0,6.6,-0.9,3.6,3.6,11.8,6,0,12.5,null,14.4
2018-01-05T06:20:00+0000,2018-01-05,06:20:00,5,0,5.1,0,-0.5,86.3,2900,29,0,0,0,5.8,-1.6,3.6,2.9,11.8,5.8,0,12.1,null,13.7
2018-01-05T07:20:00+0000,2018-01-05,07:20:00,5,0,3.5,0,0.2,89.9,2900,29,0,0,0,5.9,-2,4.4,3.1,11.8,5.5,0,10.8,null,13.7
2018-01-05T08:20:00+0000,2018-01-05,08:20:00,5,0,3.2,0,1,87.5,3000,30,0,0,0,6.4,-2.3,4.5,3.1,11.8,5.5,0,10.5,null,17.6
2018-01-05T09:20:00+0000,2018-01-05,09:20:00,5,0,2.4,0,1,83.2,3200,32,0,0,0,6.3,-2.4,3.6,2.9,11.8,5.5,0,10.7,null,18.4
2018-01-05T10:20:00+0000,2018-01-05,10:20:00,5,0,2.4,0,0.5,78.6,3200,32,0,0,0,6.9,-2.6,3.5,3.6,11.8,5.5,0,11,null,18.7
2018-01-05T11:20:00+0000,2018-01-05,11:20:00,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2018-01-05T12:20:00+0000,2018-01-05,12:20:00,5,0,2.4,0,0.3,68.1,3000,30,0,0,0,8.1,-1.7,2.6,4.1,11.3,5.5,0,13.1,37.4,28.8
2018-01-05T13:20:00+0000,2018-01-05,13:20:00,5,0,2.4,0,0.8,67.4,3000,30,0,0,0,8.1,-1.8,2.5,4.6,11.3,5.5,0,12.5,null,25.2
2018-01-05T14:20:00+0000,2018-01-05,14:20:00,5,0,2.4,0,1.1,70.6,3000,30,0,0,0,7.4,-1.6,2.4,3.6,10.4,5.5,0,14.7,null,24.1
2018-01-05T15:20:00+0000,2018-01-05,15:20:00,5,0,2.4,0,1.3,72.7,3000,30,0,0,0,6.9,-1.4,2.4,3.5,9.3,5.5,0,14.7,null,19.4
2018-01-05T16:20:00+0000,2018-01-05,16:20:00,5,0,2.4,0,1.7,76.4,2900,29,0,0,0,5.8,-1.6,2,2.5,8.5,5.5,0,14.3,null,16.2
2018-01-05T17:20:00+0000,2018-01-05,17:20:00,5,0,2.4,0,2,80.3,2900,29,0,0,0,5,-1.6,1.9,2.5,8.4,5,0,13.6,null,10.8
2018-01-05T18:20:00+0000,2018-01-05,18:20:00,5,0,2.4,0,2.3,85.7,2900,29,0,0,0,3.8,-2.1,1.6,1.4,8.4,3.8,0,9,null,9.4
2018-01-05T19:20:00+0000,2018-01-05,19:20:00,5,0,2.4,0,2.1,88.2,2900,29,0,0,0,3.1,-2.3,1.4,1.8,8.4,3.1,0,12.2,null,5.4
2018-01-05T20:20:00+0000,2018-01-05,20:20:00,5,0,2.4,0,1.9,93.9,2900,29,0,0,0,2,-2.9,1.1,2,8.4,2,0,12,null,3.6
2018-01-05T21:20:00+0000,2018-01-05,21:20:00,5,0,1.8,0,1.6,93.6,2900,29,0,0,0,2.1,-2.9,1.3,2.1,8.4,1.6,0,11.7,null,2.5
2018-01-05T22:20:00+0000,2018-01-05,22:20:00,5,0,0.4,0,1.5,98.8,2700,27,0,0,0,1.4,-3.2,1.1,1.4,8.4,1.4,0,11.1,null,1.8
2018-01-05T23:20:00+0000,2018-01-05,23:20:00,5,0,0.2,0,1.5,100,2900,29,0,0,0,1.1,-3.3,1.1,1.1,8.4,1.1,0,11.7,null,2.5
2018-01-06T00:20:00+0000,2018-01-06,00:20:00,6,0.2,0.3,0.3,1.7,100,1100,11,0,0,0,1.4,-2.6,1.4,1.4,8.4,1.1,0,9.9,null,4.3
2018-01-06T01:20:00+0000,2018-01-06,01:20:00,6,0,0.3,0.3,1.7,100,2700,27,0,0,0,1,-3,1,-1,8.4,1,0,11.1,null,6.5
2018-01-06T02:20:00+0000,2018-01-06,02:20:00,6,0,0.3,0.3,1.8,100,2900,29,0,0,0,0.3,-3.2,0.3,-2.3,8.4,0.3,0,10.3,null,7.2
2018-01-06T03:20:00+0000,2018-01-06,03:20:00,6,0,0.3,0.3,1.9,100,2900,29,0,0,0,0.1,-3.3,0.1,-1.9,8.4,0.1,0,8,null,5.8
2018-01-06T04:20:00+0000,2018-01-06,04:20:00,6,0,0.3,0.3,1.9,100,2900,29,0,0,0,-0.1,-3.6,-0.1,-1.8,8.4,-0.1,0,8.7,null,4.7
2018-01-06T05:20:00+0000,2018-01-06,05:20:00,6,0,0.3,0.2,2.1,100,2900,29,0,0,0,-0.1,-3.6,-0.1,-1.6,8.4,-0.1,0,8,null,4.7
2018-01-06T06:20:00+0000,2018-01-06,06:20:00,6,0,0.3,0,2.1,99.7,2900,29,0,0,0,0.1,-3.1,0.1,-2.3,8.4,-0.1,0,8,null,6.8
2018-01-06T07:20:00+0000,2018-01-06,07:20:00,6,0,0.3,0,2.7,100,2900,29,0,0,0,-0.4,-3.5,-0.4,-3.8,8.4,-0.4,0,8,null,10.1
2018-01-06T08:20:00+0000,2018-01-06,08:20:00,6,0,0.3,0,3.2,100,2800,28,0,0,0,-0.3,-3.7,-0.3,-3.1,8.4,-0.4,0,8,null,8.6
2018-01-06T09:20:00+0000,2018-01-06,09:20:00,6,0,0.3,0,3.5,100,2800,28,0,0,0,0.5,-3.3,0.5,-3,8.4,-0.4,0,8,null,11.2
2018-01-06T10:20:00+0000,2018-01-06,10:20:00,6,0,0.3,0,3.2,96.3,2002,20,0,0,0,2,-2.8,1.5,-1.3,8.4,-0.4,0,4,null,11.2
2018-01-06T11:20:00+0000,2018-01-06,11:20:00,6,0,0.3,0,2.9,91.1,3000,30,0,0,0,3.1,-2.7,1.8,-0.1,8.4,-0.4,0,11.1,null,11.9
2018-01-06T12:20:00+0000,2018-01-06,12:20:00,6,0,0.3,0,2.6,86.3,3000,30,0,0,0,4,-2.3,2,0.5,8.3,-0.4,0,10.5,null,15.5
2018-01-06T13:20:00+0000,2018-01-06,13:20:00,6,0,0.3,0,2.3,85.9,3000,30,0,0,0,4.6,-1.9,2.6,1.5,8.1,-0.4,0,9.7,null,14.4
2018-01-06T14:20:00+0000,2018-01-06,14:20:00,6,0,0.3,0,2.3,88.1,2800,28,0,0,0,4.8,-1.5,3,1.6,7.5,-0.4,0,10.4,null,14
2018-01-06T15:20:00+0000,2018-01-06,15:20:00,6,0,0.3,0,2.4,86.6,2800,28,0,0,0,4.9,-1.2,2.9,1.3,6.9,-0.4,0,10.2,null,17.3
2018-01-06T16:20:00+0000,2018-01-06,16:20:00,6,0,0.3,0,2.9,86.3,2700,27,0,0,0,4.6,-0.7,2.6,1.1,5.8,-0.4,0,10.2,null,16.9
2018-01-06T17:20:00+0000,2018-01-06,17:20:00,6,0,0.4,0,3.3,87,2700,27,0,0,0,4.6,-0.2,2.6,0.8,5.1,-0.4,0,12.4,null,18.7
2018-01-06T18:20:00+0000,2018-01-06,18:20:00,6,0,0.4,0,3.7,83.8,2700,27,0,0,0,4.5,0.3,2,0.5,5.1,-0.4,0,12.6,null,19.4
2018-01-06T19:20:00+0000,2018-01-06,19:20:00,6,0,0.4,0,3.8,81,2900,29,0,0,0,4.3,0.7,1.3,0.1,5.1,-0.4,0,11.6,null,20.5
2018-01-06T20:20:00+0000,2018-01-06,20:20:00,6,0,0.4,0,3.6,82.2,2900,29,0,0,0,3.8,0.9,1,-0.4,5.1,-0.4,0,12.1,null,19.1
2018-01-06T21:20:00+0000,2018-01-06,21:20:00,6,0,0.4,0,3.4,78.8,3300,33,0,0,0,3.6,0.9,0.4,-0.4,5.1,-0.4,0,12,null,18
2018-01-06T22:20:00+0000,2018-01-06,22:20:00,6,0,0.4,0,3,74.2,3100,31,0,0,0,3.6,1.2,-0.6,-0.5,5.1,-0.4,0,11.9,null,18
2018-01-06T23:20:00+0000,2018-01-06,23:20:00,6,0,0.3,0,2.8,74.1,3100,31,0,0,0,3.1,1,-1,-0.9,5.1,-0.4,0,11.6,null,16.6
2018-01-07T00:20:00+0000,2018-01-07,00:20:00,7,0,0.1,0,2.3,73.8,2900,29,0,0,0,3.1,0.9,-1.1,-1,5.1,-0.4,0,12.3,null,18
2018-01-07T01:20:00+0000,2018-01-07,01:20:00,7,0,0,0,2,76.3,3100,31,0,0,0,2.8,0.9,-1,-1.4,5.1,-0.4,0,12.3,null,17.6
